naics_bea,Awarding Agency,Transaction Amount,agency_industry_ratio
524,Corporation for National and Community Service,45270000.0,0.37757283380318535
524,Department of Agriculture,168259400.0,0.0061134336556107755
524,Department of Defense,203174678707.63,0.044427454863696654
524,Department of Health and Human Services,18096804953.47,0.07370505761384315
524,Department of Homeland Security,529117735.29,0.003726669818441799
524,Department of Justice,940127795.12,0.02959932957031043
524,Department of Labor,137540952.41,0.01924988114146413
524,Department of State,12397685.49,0.00014989699959054516
524,Department of Veterans Affairs,122983253978.41,0.328688451236403
524,Office of Personnel Management,13300656.0,0.0034092730941292404
524,Peace Corps,73588827.23,0.7585865710218328
524,Pension Benefit Guaranty Corporation,126925349.27,0.17989946314170796
524,Securities and Exchange Commission,12475219.0,0.0098127316502062
525,Agency for International Development,30915824.67,0.0006538899777514952
53,Department of Defense,6711000.0,1.4674695266495897e-06
531,Department of Agriculture,497273625.33000004,0.01806763436182469
531,Department of Defense,146184746.38,3.1965677331790925e-05
531,Department of Energy,16144514.0,3.006568003706557e-05
531,Department of Health and Human Services,69226878.88,0.000281948725722359
531,Department of Homeland Security,187695650.76,0.0013219736744539703
531,Department of Housing and Urban Development,3233803314.66,0.2543226829561923
531,Department of Justice,298439636.13,0.009396183361994794
531,Department of Labor,81998806.4,0.011476343949085267
531,Department of Veterans Affairs,324100276.44,0.0008661993764375019
531,Department of the Treasury,159045677.97,0.0034907529572999725
531,Millennium Challenge Corporation,42505264.64,0.6537744684334322
531,Smithsonian Institution,72552959.11,0.04420766944207125
532,Agency for International Development,247597890.73,0.005236857854801543
532,Department of Agriculture,11726555.64,0.00042606546745066465
532,Department of Defense,409345933.18,8.951015985689006e-05
532,Department of Homeland Security,492533656.68,0.003469001680524128
532,Department of Justice,260164061.46,0.00819110107953154
532,Department of Veterans Affairs,19866375.08,5.30954243402358e-05
532,Department of the Interior,9230000.0,0.00037670676131552075
532,Department of the Treasury,98520400.0,0.0021623371476919124
532,General Services Administration,38666279.0,0.0003440391771264708
532,Social Security Administration,6607398.35,0.0005201177526560273
54,Agency for International Development,42111296002.76,0.8906815425516309
54,Consumer Financial Protection Bureau,64359501.65,0.4064155814511532
54,Department of Agriculture,771318277.6,0.028024604375550936
54,Department of Commerce,2228934944.92,0.11288506773746998
54,Department of Defense,520604252999.66,0.11383860478634693
54,Department of Education,1560818119.72,0.06008579650356313
54,Department of Energy,181009531230.35,0.3370912651586125
54,Department of Health and Human Services,67409864500.82,0.27454835036068703
54,Department of Homeland Security,20790226414.86,0.14642924274002217
54,Department of Housing and Urban Development,283524691.21,0.022297818740542173
54,Department of Justice,2926071611.83,0.0921255157378158
54,Department of Labor,745970525.18,0.10440413340998889
54,Department of State,9094121870.63,0.10995452202894952
54,Department of Transportation,7911957221.66,0.21976803305825596
54,Department of Veterans Affairs,4837615649.22,0.012929145586749952
54,Department of the Interior,2132446438.05,0.08703217674503075
54,Department of the Treasury,1003654040.67,0.02202831510602708
54,District of Columbia Courts,27091087.0,0.43603799742430827
54,Environmental Protection Agency,259090393.52,0.08550257316172641
54,Federal Communications Commission,500863856.92,0.7258242282572825
54,General Services Administration,35704072873.56,0.317682491544716
54,Millennium Challenge Corporation,22509915.200000003,0.34622553156656777
54,National Aeronautics and Space Administration,82859836863.93,0.5547663509426142
